file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\manoa\Downloads\IT23581852_ITPM_Assignment01\sample.png,True,PASS,C:\Users\manoa\Downloads\IT23581852_ITPM_Assignment01\result\preview_pass.png
